CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
29557,false,Mr.,Alexander,J.,Berger,II,Odometers and Accessories Company,adventure-works\garrett1,alexander0@adventure-works.com,519-555-0151,xGCe2CsXuZvX8e6v4sTb/+XoU+4gWDQEnJADwhDsrhg=,ns1gQU4=,2BE64FF5-7723-44D0-86E2-2AFFD80B0281,2007-09-01 00:00:00
29699,false,Mr.,Alexander,J.,Deborde,,Neighborhood Store,adventure-works\garrett1,alexander1@adventure-works.com,394-555-0176,QC+He1HXF5uNbU5XqduVyZW0SlvdnAE2jhuD/06ukjE=,Uifpoxw=,719C6825-24A8-4982-8CF6-E7886C4983E7,2006-08-01 00:00:00
163,false,Mr.,Andrew,,Cencini,,Sports Merchandise,adventure-works\pamela0,andrew2@adventure-works.com,644-555-0111,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,989F9F3A-7CB8-4083-8CDA-291C682BE73C,2007-09-01 00:00:00
542,false,Mr.,Andrew,P.,Kobylinski,,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,6AF61284-02DF-41BA-A0E0-2B1728B2CF7A,2005-12-01 00:00:00
630,false,Mr.,Andrew,R.,Hill,,Eastside Parts Shop,adventure-works\josé1,andrew4@adventure-works.com,194-555-0149,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,05B08B9B-B1EA-469E-B314-C43E5A3EFE1A,2007-09-01 00:00:00
29645,false,Mr.,Andrew,,Cencini,,Sports Merchandise,adventure-works\pamela0,andrew2@adventure-works.com,644-555-0111,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,0AB26819-705B-44AD-8B7D-514BE2632220,2007-09-01 00:00:00
29840,false,Mr.,Andrew,R.,Hill,,Eastside Parts Shop,adventure-works\josé1,andrew4@adventure-works.com,194-555-0149,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,5DD7F0FD-E9EB-4F47-ADFE-E8AA50608C64,2007-09-01 00:00:00
29915,false,Mr.,Andrew,P.,Kobylinski,,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,57C6F330-66ED-4B3E-8FBF-C01932E3C175,2005-12-01 00:00:00
698,false,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\shu0,andy1@adventure-works.com,944-555-0148,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,6BC4FF5A-0696-4C2A-88F9-08D1DBA91B74,2006-07-01 00:00:00
29636,false,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\shu0,andy1@adventure-works.com,944-555-0148,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,625F2B1D-2F34-4020-88B8-032310645B2E,2006-07-01 00:00:00
420,false,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,E4E565BB-00FF-494A-B31F-4BFE14EC2950,2007-09-01 00:00:00
29660,false,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,E24193F1-F5DF-481E-AC1A-BAB86BD72C54,2007-09-01 00:00:00
546,false,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,298DE006-BED6-4E13-B659-3F9422750943,2006-08-01 00:00:00
29913,false,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,C705B4C9-B341-4327-8635-DE0D0C879075,2006-08-01 00:00:00
222,false,Mr.,Barry,,Johnson,,Sample Bike Store,adventure-works\linda3,barry1@adventure-works.com,858-555-0140,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,3DB84B19-4063-4EC2-B1B4-317DEE133A25,2005-09-01 00:00:00
29883,false,Mr.,Barry,,Johnson,,Sample Bike Store,adventure-works\linda3,barry1@adventure-works.com,858-555-0140,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,7814ACA5-869E-4DF2-B7C9-61B001F90F04,2005-09-01 00:00:00
693,false,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\david8,bart0@adventure-works.com,539-555-0121,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,3B38D4CB-9573-4686-A202-9179DBEFC7B8,2007-08-01 00:00:00
29727,false,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\david8,bart0@adventure-works.com,539-555-0121,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,CA138A8B-0D82-45B4-92E2-4DE3A3FDC2F6,2007-08-01 00:00:00
316,false,Mr.,Ben,,Miller,,Low Price Cycles,adventure-works\josé1,ben1@adventure-works.com,207-555-0167,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,8C95E9D8-88D0-4E6A-8149-B4C6C79E65BD,2007-08-01 00:00:00
30021,false,Mr.,Ben,,Miller,,Low Price Cycles,adventure-works\josé1,ben1@adventure-works.com,207-555-0167,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,1E32FA7F-E67B-4C0B-A58F-182B7D9560FE,2007-08-01 00:00:00
282,false,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\garrett1,billy0@adventure-works.com,882-555-0115,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,CF04F255-D817-4EC9-9D99-4580B1ED0CE2,2007-09-01 00:00:00
30087,false,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\garrett1,billy0@adventure-works.com,882-555-0115,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,A48662D5-C698-4048-9546-C562DF2AC4E8,2007-09-01 00:00:00
167,false,Mr.,Blaine,,Dockter,,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,156-555-0187,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,515D4A13-4E60-4D0C-8F22-BB89A9D312AD,2005-08-01 00:00:00
29716,false,Mr.,Blaine,,Dockter,,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,156-555-0187,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,803D1CD3-8C99-48F1-945B-85EDBE393AF8,2005-08-01 00:00:00
462,false,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,5C085E79-91EE-4855-92C2-BA36CD6980E0,2007-02-01 00:00:00
597,false,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,544A635A-DBDF-4352-8654-EAC27DC3B3E0,2007-07-01 00:00:00
29766,false,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,9EFB3752-7F40-4E64-B9E2-383A6DF6AEFA,2007-02-01 00:00:00
29850,false,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,2790EC9D-DA39-4AE2-9FF8-E810A3B61CD5,2007-07-01 00:00:00
505,false,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,4F32A900-A34B-4448-A72C-196A1C553073,2007-07-01 00:00:00
30051,false,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,CBA8A194-7D3A-45DF-ADDA-4A4B6C8FCC95,2007-07-01 00:00:00
56,false,Mr.,Brian,,Groth,,Latest Accessories Sales,adventure-works\david8,brian5@adventure-works.com,461-555-0118,tbk7TwAC5jsqEhFRRIhnL9kPBoTy3XS+EjlReKVp5mw=,hpOsvJU=,570B1682-9BB1-4359-984D-8F728E3D6973,2006-08-01 00:00:00
219,false,Mr.,Brian,,Johnson,,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,TGnRB6vDbV0LZss8tA9iu637/34mcJWkD0Ux4xaza/k=,2t9hMlk=,D39CCCE3-C4A6-441D-8A3C-96507627746D,2007-03-01 00:00:00
336,false,Mr.,Brian,R,Goldstein,,Primary Bike Distributors,adventure-works\garrett1,brian4@adventure-works.com,495-555-0161,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,0341CA02-F44F-4604-8E20-A749B90FD976,2005-08-01 00:00:00
29789,false,Mr.,Brian,R,Goldstein,,Primary Bike Distributors,adventure-works\garrett1,brian4@adventure-works.com,495-555-0161,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,30B8D273-0502-4641-AABD-FF4097F0B9D1,2005-08-01 00:00:00
29800,false,Mr.,Brian,,Groth,,Latest Accessories Sales,adventure-works\david8,brian5@adventure-works.com,461-555-0118,tbk7TwAC5jsqEhFRRIhnL9kPBoTy3XS+EjlReKVp5mw=,hpOsvJU=,F9C425CC-9DC8-468C-AC9D-6D7170C46CAC,2006-08-01 00:00:00
29884,false,Mr.,Brian,,Johnson,,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,TGnRB6vDbV0LZss8tA9iu637/34mcJWkD0Ux4xaza/k=,2t9hMlk=,0BA43373-59D8-4B12-9723-60C6A2BDAF17,2007-03-01 00:00:00
244,false,Mr.,Bronson,R.,Jacobs,,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,qD4cGE0DTDO7V/k6mu0nvfAt3rfbx4PQyYjp43hn+ik=,rLOroU0=,8FF82BED-93D5-4248-99E2-47F53055EC2D,2008-06-01 00:00:00
29870,false,Mr.,Bronson,R.,Jacobs,,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,qD4cGE0DTDO7V/k6mu0nvfAt3rfbx4PQyYjp43hn+ik=,rLOroU0=,2B812910-AA99-4AE3-9A79-D39F0C95987A,2008-06-01 00:00:00
371,false,Mr.,Bruno,,Costa Da Silva,,Custom Sales and Service,adventure-works\josé1,bruno0@adventure-works.com,140-555-0143,iaQDSUY3hGgPoKQBMqMHb4jSlVLSNnjgd2j2jsX9rJs=,MY+7QbE=,05CF6683-BC27-4062-A60D-995706BBFAB5,2005-08-01 00:00:00
29,false,Mr.,Bryan,,Hamilton,,Cross-Country Riding Supplies,adventure-works\josé1,bryan2@adventure-works.com,344-555-0144,ftRWIIT4oF+if+ddn1ROYXHw6PAooKFX3uALZ0uEU98=,IRNPDIw=,ECA7C8FA-490B-4B97-9C32-043C90F789E8,2005-08-01 00:00:00
29807,false,Mr.,Bryan,,Hamilton,,Cross-Country Riding Supplies,adventure-works\josé1,bryan2@adventure-works.com,344-555-0144,ftRWIIT4oF+if+ddn1ROYXHw6PAooKFX3uALZ0uEU98=,IRNPDIw=,0F507872-3457-4BCC-B201-FA56CB4EAC34,2005-08-01 00:00:00
154,false,Mr.,Carlton,M.,Carlisle,,Camping and Sports Store,adventure-works\josé1,carlton0@adventure-works.com,193-555-0116,GJhY98QoDTRmv/6f6RcLwoj2v33jAZopR8AjLor/sqc=,fYgdeM0=,4F60F75E-B20A-4056-874C-B7F3BD33BF3F,2007-09-01 00:00:00
29629,false,Mr.,Carlton,M.,Carlisle,,Camping and Sports Store,adventure-works\josé1,carlton0@adventure-works.com,193-555-0116,GJhY98QoDTRmv/6f6RcLwoj2v33jAZopR8AjLor/sqc=,fYgdeM0=,2B0CF9C8-2517-4763-99E1-324422DF67E1,2007-09-01 00:00:00
569,false,Mr.,Cecil,J.,Allison,,Designated Distributors,adventure-works\josé1,cecil0@adventure-works.com,699-555-0155,steY9ge/f3jz0DNlVhxkdUx1NrciPQzyUpvtGCcoYBo=,KUNCNjU=,3BC5888D-DAB7-44EA-91DB-A50E0EC70BA5,2005-08-01 00:00:00
29510,false,Mr.,Cecil,J.,Allison,,Designated Distributors,adventure-works\josé1,cecil0@adventure-works.com,699-555-0155,steY9ge/f3jz0DNlVhxkdUx1NrciPQzyUpvtGCcoYBo=,KUNCNjU=,CF861030-DC7A-4287-8FFC-5A349BBFE08A,2005-08-01 00:00:00
399,false,Mr.,Chad,J.,Tedford,,Big Cycle Mall,adventure-works\jillian0,chad1@adventure-works.com,588-555-0128,SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=,+apUSQU=,BC98B78E-3068-475A-8EAD-FBA537DDE9B9,2007-08-01 00:00:00
30061,false,Mr.,Chad,J.,Tedford,,Big Cycle Mall,adventure-works\jillian0,chad1@adventure-works.com,588-555-0128,SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=,+apUSQU=,6D42EC9D-BBDC-4CEE-AF72-306A3BD800C2,2007-08-01 00:00:00
217,false,Mr.,Chris,,Maxwell,,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,ixajZho2s3ev/ogNQ9FUe1TyfA9yX1aEVWDOy/mdUAU=,k3iiros=,5CFC3A75-DDC6-4C65-B4C3-15BF96C92983,2006-11-01 00:00:00
275,false,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\shu0,chris5@adventure-works.com,118-555-0131,RKimtgGoqQN8dj2KGy7mvo2DrpTK0yOpF9e6sgxyOTU=,LQWSses=,68DC7932-128E-47CC-80CB-CF2B1A352F3C,2007-07-01 00:00:00
363,false,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=,3VRtZxg=,3543B21B-0DFA-40DE-998E-A9C3F2FCDA98,2007-08-01 00:00:00
29524,false,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=,3VRtZxg=,7901EC05-A4C0-49E4-AC89-9118B3B5EC8B,2007-08-01 00:00:00
29623,false,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\shu0,chris5@adventure-works.com,118-555-0131,RKimtgGoqQN8dj2KGy7mvo2DrpTK0yOpF9e6sgxyOTU=,LQWSses=,E9B77812-22B3-427A-8A5A-EA8275ED7B21,2007-07-01 00:00:00
29991,false,Mr.,Chris,,Maxwell,,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,ixajZho2s3ev/ogNQ9FUe1TyfA9yX1aEVWDOy/mdUAU=,k3iiros=,EC942FE9-2F5B-4B5D-A289-A061D6C4B873,2006-11-01 00:00:00
545,false,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,7118CA63-B79E-4E8A-B70D-7DF409B7F23A,2005-09-01 00:00:00
29914,false,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,A4ED5B4F-19A2-4C26-A323-E952A84E6DD7,2005-09-01 00:00:00
16,false,Mr.,Christopher,R.,Beck,Jr.,Bulk Discount Store,adventure-works\jae0,christopher1@adventure-works.com,1 (11) 500 555-0132,sKt9daCzEEKWAzivEGPOp8tmaM1R3I+aJfcBjzJRFLo=,8KfYx/4=,C9381589-D31C-4EFE-8978-8D3449EB1F0F,2006-09-01 00:00:00
74,false,Mr.,Christopher,M.,Bright,,Parcel Express Delivery Service,adventure-works\david8,christopher2@adventure-works.com,162-555-0166,jIw8zSChmDX3xmVInKUV46U77LBgW9C5vlIMvK4NqF8=,J9DNyhU=,73485E57-076D-4B10-BB48-6043DD873582,2005-11-01 00:00:00
29546,false,Mr.,Christopher,R.,Beck,Jr.,Bulk Discount Store,adventure-works\jae0,christopher1@adventure-works.com,1 (11) 500 555-0132,sKt9daCzEEKWAzivEGPOp8tmaM1R3I+aJfcBjzJRFLo=,8KfYx/4=,228A34A5-66EF-4A18-BEF2-BE74BEB84191,2006-09-01 00:00:00
29585,false,Mr.,Christopher,M.,Bright,,Parcel Express Delivery Service,adventure-works\david8,christopher2@adventure-works.com,162-555-0166,jIw8zSChmDX3xmVInKUV46U77LBgW9C5vlIMvK4NqF8=,J9DNyhU=,11E65E98-1980-4D9F-A6C0-A6DD2885B673,2005-11-01 00:00:00
384,false,Mr.,Clarence,R.,Tatman,,Sparkling Paint and Finishes,adventure-works\linda3,clarence0@adventure-works.com,787-555-0128,266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=,kCUx/bc=,7BC25C4C-F0E3-4471-8D8B-E0595061AF6A,2005-08-01 00:00:00
30056,false,Mr.,Clarence,R.,Tatman,,Sparkling Paint and Finishes,adventure-works\linda3,clarence0@adventure-works.com,787-555-0128,266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=,kCUx/bc=,89324B36-4A2E-470C-823A-93D3C1E6F3B0,2005-08-01 00:00:00
293,false,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\shu0,conor0@adventure-works.com,115-555-0113,/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=,vJ/AcXo=,B37A0D83-7ED6-4C58-A476-F59B7AE4FC85,2005-09-01 00:00:00
29690,false,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\shu0,conor0@adventure-works.com,115-555-0113,/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=,vJ/AcXo=,BFADDEE5-D70C-4325-9C87-34D99C449391,2005-09-01 00:00:00
149,false,Mr.,Cornelius,L.,Brandon,,Initial Bike Company,adventure-works\shu0,cornelius0@adventure-works.com,229-555-0114,fftjn+fbjvHFJ4bf7rTpLdlCHv61xF+y0ZPKKevQV98=,OzSaq2k=,BAA99D94-2FC2-4A1C-8B67-2C3210EB90C3,2006-09-01 00:00:00
29579,false,Mr.,Cornelius,L.,Brandon,,Initial Bike Company,adventure-works\shu0,cornelius0@adventure-works.com,229-555-0114,fftjn+fbjvHFJ4bf7rTpLdlCHv61xF+y0ZPKKevQV98=,OzSaq2k=,AF37EBFF-FE33-4CC9-8141-E0D4594F50E2,2006-09-01 00:00:00
438,false,Mr.,Cory,K.,Booth,,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,OfvFj11NFlpVFhEacTp7Nw+8EqwxHKIv9aJ+2ZgcUMI=,XaJdIYM=,3F98F477-0DB0-44D4-9155-15243B8FD480,2005-12-01 00:00:00
29531,false,Mr.,Cory,K.,Booth,,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,OfvFj11NFlpVFhEacTp7Nw+8EqwxHKIv9aJ+2ZgcUMI=,XaJdIYM=,75D00AA7-752F-41C9-9C5D-899E8E3061BD,2005-12-01 00:00:00
568,false,Mr.,Curtis,P.,Howard,,Economy Center,adventure-works\josé1,curtis0@adventure-works.com,555-555-0162,mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=,e139ONA=,4CE1F27A-361E-4C9D-9C89-D5E0104EBB96,2005-08-01 00:00:00
29855,false,Mr.,Curtis,P.,Howard,,Economy Center,adventure-works\josé1,curtis0@adventure-works.com,555-555-0162,mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=,e139ONA=,68A5104E-08B0-41E8-92D0-494A00818E1D,2005-08-01 00:00:00
109,false,Mr.,Daniel,P.,Thompson,,Travel Sports,adventure-works\pamela0,daniel2@adventure-works.com,247-555-0197,DgTXKBbRFAv0jGUCn8yCPgnYQP1JhhVioFj9E1gXCS8=,jcMXc0w=,7585790B-6034-4520-A383-9FA1E8B3E76E,2007-09-01 00:00:00
300,false,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\garrett1,daniel0@adventure-works.com,221-555-0167,bnDkCXU7YCA05COiVJst0pMlaJtfAK0H8pgniBfLooM=,oOIbGSo=,7256F9B7-5253-4384-B8DE-60B6F0ADF5A6,2006-09-01 00:00:00
29530,false,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\garrett1,daniel0@adventure-works.com,221-555-0167,bnDkCXU7YCA05COiVJst0pMlaJtfAK0H8pgniBfLooM=,oOIbGSo=,EA3D7FC9-B1D0-4D83-8B1D-F47CCA131B0B,2006-09-01 00:00:00
30071,false,Mr.,Daniel,P.,Thompson,,Travel Sports,adventure-works\pamela0,daniel2@adventure-works.com,247-555-0197,DgTXKBbRFAv0jGUCn8yCPgnYQP1JhhVioFj9E1gXCS8=,jcMXc0w=,7632AB5E-B59A-48D9-BD6E-DBBC7FA58914,2007-09-01 00:00:00
419,false,Mr.,Darrell,M.,Banks,,Exertion Activities Club,adventure-works\shu0,darrell0@adventure-works.com,816-555-0118,GVYXCGfsj47VsZUEhhRmXnl3+57f28vVF3wGHfli7oU=,p9JC+Qs=,8FE888A7-82D6-4A5A-A7F4-4E69B9D62838,2005-09-01 00:00:00
40,false,Mr.,Darren,,Gehring,,Journey Sporting Goods,adventure-works\jillian0,darren0@adventure-works.com,417-555-0182,kqptixZ7LqTuOKcc7ylpabWrgWr5BDXa2fpkDxEwaCY=,Xe7grug=,AA5E28F6-16C8-4D80-894E-17531F2CF972,2005-08-01 00:00:00
29774,false,Mr.,Darren,,Gehring,,Journey Sporting Goods,adventure-works\jillian0,darren0@adventure-works.com,417-555-0182,kqptixZ7LqTuOKcc7ylpabWrgWr5BDXa2fpkDxEwaCY=,Xe7grug=,244B87FF-CD2F-4993-913E-685BFC4ADD83,2005-08-01 00:00:00
18,false,Mr.,David,J.,Liu,,Catalog Store,adventure-works\michael9,david20@adventure-works.com,440-555-0132,61zeTkO+eI5g8GG0swny8Wp/6GzZMFnT71fnW4lTHNY=,c7Ttvv0=,C04D6B4D-94C6-4C5C-A44C-B449C0AC1B45,2005-08-01 00:00:00
